aX,aY,aZ,gX,gY,gZ
0.074,-0.044,0.875,9.949,19.348,10.559
0.088,-0.083,0.874,13.550,19.287,7.141
0.094,-0.118,0.875,11.963,21.545,2.808
0.103,-0.139,0.855,6.287,24.902,0.061
0.106,-0.161,0.836,2.319,26.428,-0.244
0.110,-0.174,0.826,0.671,24.902,1.709
0.114,-0.175,0.820,-0.122,20.264,5.615
0.120,-0.165,0.822,-0.427,15.625,10.498
0.120,-0.146,0.825,-0.854,12.268,14.099
0.118,-0.114,0.828,-1.892,10.315,16.296
0.108,-0.081,0.833,-1.587,8.179,17.212
0.107,-0.059,0.854,0.061,5.127,16.235
0.103,-0.049,0.875,0.854,1.526,14.648
0.110,-0.062,0.894,0.854,0.244,12.878
0.115,-0.086,0.916,1.282,0.977,9.277
0.113,-0.115,0.929,0.732,3.845,5.798
0.116,-0.138,0.925,-0.305,7.141,4.028
0.120,-0.147,0.913,-0.610,9.766,4.761
0.120,-0.141,0.894,0.427,10.254,7.568
0.122,-0.128,0.886,2.197,8.057,10.620
0.123,-0.113,0.882,3.601,4.578,12.634
0.126,-0.095,0.891,4.028,1.648,13.489
0.126,-0.074,0.897,2.686,-0.061,13.672
0.131,-0.049,0.889,1.526,0.183,12.878
0.133,-0.050,0.899,2.808,-0.671,10.071
0.131,-0.070,0.922,4.639,-3.174,6.104
0.134,-0.094,0.944,4.822,-3.784,3.174
-0.617,-0.741,1.654,-26.184,-243.042,-50.476
-0.598,-0.487,1.987,-58.105,-248.718,-24.292
-0.556,-0.227,2.273,-48.462,-242.004,-4.333
-0.521,-0.162,2.444,-5.981,-227.112,2.380
-0.474,-0.160,2.635,44.006,-195.740,-6.531
-0.427,-0.205,2.612,68.298,-140.259,-26.550
-0.367,-0.412,2.469,71.655,-89.417,-52.368
-0.347,-0.678,2.306,62.683,-56.335,-73.425
-0.368,-0.847,2.241,45.837,-40.100,-75.195
-0.326,-0.952,2.147,28.503,-40.710,-56.763
-0.313,-1.000,2.170,23.804,-52.368,-28.687
-0.291,-0.895,2.236,23.865,-58.960,2.991
-0.262,-0.699,2.204,19.836,-52.734,32.166
-0.244,-0.535,2.123,21.729,-40.161,50.232
-0.215,-0.394,2.031,23.987,-25.146,58.777
-0.186,-0.208,1.894,17.822,-9.399,64.636
-0.161,-0.063,1.785,12.817,-0.671,66.772
-0.138,0.036,1.731,11.719,0.671,65.247
-0.117,0.111,1.697,7.629,1.465,63.171
-0.109,0.149,1.661,1.343,6.042,60.608
-0.105,0.176,1.613,-4.761,14.893,56.213
-0.112,0.193,1.554,-9.033,23.193,49.377
-0.130,0.214,1.480,-9.277,31.555,40.527
-0.151,0.214,1.393,-4.456,41.138,30.334
-0.167,0.178,1.291,3.235,47.241,18.372
-0.183,0.120,1.195,10.376,49.927,5.432
-0.202,0.052,1.124,14.832,48.706,-5.188
-0.211,-0.047,1.114,15.320,41.077,-13.367
-0.234,-0.151,1.158,11.047,29.358,-20.020
-0.238,-0.236,1.200,3.418,20.813,-23.499
-0.259,-0.284,1.250,-1.465,16.235,-24.536
-0.283,-0.310,1.280,1.038,16.968,-24.414
-0.291,-0.326,1.290,8.606,17.822,-23.254
-0.318,-0.417,1.262,15.381,18.188,-16.602
-0.312,-0.431,1.188,16.724,20.447,-4.700
-0.309,-0.402,1.131,17.029,21.667,5.005
-0.304,-0.371,1.090,17.944,19.165,11.841
-0.289,-0.338,1.071,15.686,17.395,15.747
-0.284,-0.319,1.062,9.644,16.846,16.052
-0.275,-0.293,1.045,1.648,18.921,13.306
-0.270,-0.282,1.025,-4.395,22.827,10.315
-0.290,-0.272,1.022,-6.775,25.146,7.629
-0.272,-0.285,1.012,-8.545,26.001,6.531
-0.276,-0.277,1.029,-10.254,24.353,6.042
-0.283,-0.282,1.055,-9.949,23.926,5.615
-0.272,-0.297,1.057,-7.996,24.658,7.751
-0.276,-0.295,1.037,-5.676,28.809,9.888
-0.263,-0.296,0.979,-2.991,36.377,12.024
-0.252,-0.294,0.930,-1.892,43.579,14.038
-0.244,-0.289,0.872,-5.676,48.523,14.282
-0.236,-0.280,0.835,-13.611,51.941,13.489
-0.234,-0.266,0.828,-24.048,49.377,12.817
-0.232,-0.260,0.842,-33.264,41.016,12.878
-0.221,-0.251,0.869,-34.485,36.072,12.634
-0.213,-0.240,0.880,-26.489,37.415,13.367
-0.213,-0.226,0.874,-14.221,41.809,15.320
-0.177,-0.245,0.820,-6.042,46.570,16.907
-0.177,-0.234,0.757,-5.676,51.575,16.357
-0.165,-0.224,0.709,-11.414,54.443,14.465
-0.167,-0.217,0.689,-20.935,47.607,14.343
-0.149,-0.218,0.690,-30.579,34.851,14.343
-0.139,-0.228,0.752,-35.095,22.217,13.184
-0.128,-0.229,0.817,-35.339,13.611,13.611
-0.113,-0.228,0.853,-31.616,12.329,15.625
-0.113,-0.219,0.869,-23.499,20.874,16.052
-0.110,-0.203,0.838,-16.479,31.677,16.052
-0.105,-0.179,0.806,-12.451,37.170,15.930
-0.097,-0.169,0.787,-9.033,35.889,15.808
-0.086,-0.172,0.781,-7.996,31.616,15.381
-0.074,-0.175,0.785,-11.658,27.710,13.977
-0.069,-0.165,0.806,-18.494,24.536,12.878
-0.070,-0.164,0.834,-25.696,20.996,12.329
-0.049,-0.171,0.848,-28.198,19.287,10.437
-0.050,-0.183,0.856,-23.682,22.156,9.216
-0.051,-0.175,0.849,-16.357,26.978,10.071
-0.045,-0.164,0.840,-8.972,27.893,12.573
-0.034,-0.162,0.842,-3.662,25.085,13.977
-0.021,-0.163,0.847,-2.441,23.682,14.465
-0.014,-0.158,0.856,-4.883,22.339,14.771
-0.004,-0.149,0.853,-9.277,21.912,15.259
0.003,-0.130,0.839,-13.489,23.193,16.113
0.009,-0.091,0.807,-16.357,24.841,16.602
0.017,-0.062,0.788,-15.686,24.597,16.602
0.016,-0.046,0.795,-13.062,20.996,15.320
0.022,-0.048,0.817,-10.498,15.869,14.099
0.033,-0.073,0.837,-7.507,12.024,12.634
0.038,-0.094,0.861,-4.150,13.062,10.742
0.038,-0.100,0.859,-2.930,17.029,9.766
0.038,-0.088,0.835,-3.601,20.935,9.827
0.045,-0.080,0.812,-3.723,21.606,9.888
0.049,-0.086,0.810,-3.357,18.005,9.521
0.049,-0.082,0.825,-4.150,14.221,9.033
0.053,-0.088,0.847,-5.371,10.925,9.033
0.050,-0.088,0.875,-5.554,8.484,8.118
0.049,-0.084,0.890,-4.089,8.362,8.240
0.053,-0.085,0.901,-1.343,8.911,7.996
0.055,-0.092,0.907,0.916,9.583,7.324
0.057,-0.092,0.908,1.221,11.169,6.592
0.063,-0.092,0.898,0.977,13.123,5.615
0.061,-0.102,0.894,0.793,14.038,4.211
0.060,-0.106,0.888,-0.061,14.465,3.113
0.065,-0.112,0.884,-1.221,13.184,2.991
0.069,-0.124,0.892,-0.977,10.254,3.235
0.074,-0.136,0.902,-0.244,8.972,3.540
0.073,-0.143,0.913,-0.061,8.423,4.272
0.070,-0.141,0.924,-0.244,8.118,5.432
0.080,-0.137,0.926,-0.793,7.751,7.202
0.085,-0.136,0.934,-0.366,7.385,8.789
0.084,-0.126,0.943,0.366,8.545,9.949
0.081,-0.105,0.945,0.854,10.986,11.169
0.081,-0.089,0.941,2.014,12.329,12.085
0.087,-0.091,0.935,4.028,12.634,12.085
0.091,-0.097,0.925,5.127,14.343,10.803
0.092,-0.093,0.912,4.333,16.724,9.644
0.091,-0.089,0.898,3.113,17.517,8.850
0.097,-0.100,0.897,4.150,15.869,8.301
0.099,-0.114,0.902,6.042,14.099,8.118
0.102,-0.119,0.898,7.507,13.977,9.338
0.103,-0.115,0.888,9.338,14.526,10.864
