aX,aY,aZ,gX,gY,gZ
0.091,-0.056,0.983,21.729,-23.315,-2.258
0.089,-0.046,0.975,23.315,-25.208,0.488
0.082,-0.031,0.994,25.146,-29.053,3.357
0.069,-0.008,1.015,23.437,-32.349,3.601
0.049,0.001,1.044,19.043,-33.508,1.160
0.033,-0.011,1.065,14.465,-31.982,-2.258
0.030,-0.036,1.065,12.085,-28.931,-4.395
0.025,-0.059,1.062,13.489,-25.757,-4.822
0.033,-0.077,1.046,16.052,-23.376,-4.150
0.036,-0.079,1.033,18.677,-22.095,-1.953
0.037,-0.070,1.016,20.264,-22.522,0.549
0.045,-0.059,1.013,20.508,-23.437,2.197
0.035,-0.057,1.029,18.433,-25.146,1.343
0.021,-0.051,1.044,13.611,-26.306,-0.732
0.006,-0.059,1.057,9.277,-25.635,-2.441
-0.003,-0.075,1.069,7.385,-25.208,-3.967
-0.011,-0.083,1.081,7.874,-25.024,-4.272
-0.011,-0.086,1.084,10.681,-24.353,-3.296
-0.009,-0.089,1.088,15.015,-22.644,-1.465
-0.006,-0.080,1.082,17.883,-20.874,0.732
0.000,-0.066,1.054,18.494,-18.372,2.075
0.001,-0.066,1.024,18.250,-15.747,1.038
-0.005,-0.082,1.006,16.113,-15.686,-2.319
-0.012,-0.102,1.005,11.658,-17.090,-4.211
-0.021,-0.107,1.008,6.042,-18.433,-4.333
-0.026,-0.109,1.018,2.869,-19.836,-3.967
-0.030,-0.123,1.026,3.906,-20.996,-3.601
-0.033,-0.124,1.022,6.836,-19.714,-2.808
-0.033,-0.115,1.003,9.277,-17.395,-0.793
-0.027,-0.105,0.976,11.230,-15.503,1.526
-0.026,-0.097,0.968,11.902,-16.663,1.709
-0.029,-0.089,0.985,10.010,-20.264,1.465
-0.036,-0.071,1.002,6.470,-22.278,1.831
-0.041,-0.058,1.015,4.089,-22.522,1.282
-0.050,-0.064,1.025,5.249,-21.301,-0.732
-0.060,-0.083,1.023,7.019,-19.470,-2.502
-0.065,-0.104,1.014,7.812,-17.334,-2.747
-0.411,-0.330,1.798,-6.348,-9.705,-0.854
-0.421,-0.338,1.762,-10.498,1.404,-1.648
-0.426,-0.378,1.755,-11.475,6.531,-3.662
-0.423,-0.430,1.803,-14.160,5.981,-3.906
-0.450,-0.438,1.865,-19.714,5.432,-1.526
-0.464,-0.417,1.917,-25.330,6.775,2.319
-0.466,-0.390,1.946,-26.855,10.498,7.019
-0.476,-0.376,1.984,-24.170,19.104,10.681
-0.480,-0.372,1.945,-22.461,31.616,11.414
-0.458,-0.374,1.844,-20.264,51.025,11.414
-0.420,-0.389,1.710,-16.541,68.298,11.658
-0.398,-0.392,1.578,-12.878,80.872,12.634
-0.369,-0.362,1.460,-12.268,88.806,14.587
-0.331,-0.338,1.333,-17.090,87.463,16.418
-0.304,-0.328,1.254,-24.231,85.693,14.465
-0.278,-0.320,1.161,-33.020,85.754,9.888
-0.253,-0.317,1.066,-40.405,93.567,6.531
-0.233,-0.305,0.963,-44.189,103.699,3.906
-0.201,-0.292,0.840,-44.006,114.807,3.967
-0.180,-0.259,0.727,-40.771,124.451,5.676
-0.153,-0.221,0.611,-36.133,128.540,8.789
-0.149,-0.145,0.509,-31.372,122.803,11.780
-0.141,-0.092,0.497,-26.428,104.065,14.954
-0.115,-0.057,0.570,-25.818,84.045,17.090
-0.088,-0.064,0.586,-33.630,75.317,15.747
-0.044,-0.087,0.583,-41.260,80.017,11.230
-0.034,-0.097,0.518,-41.016,96.252,7.080
-0.014,-0.097,0.429,-32.654,114.319,7.080
-0.003,-0.059,0.195,-22.339,119.202,12.451
0.013,-0.005,0.127,-8.545,103.088,18.311
0.031,0.048,0.162,-0.122,82.520,24.658
0.079,0.101,0.118,-13.062,70.801,34.851
0.119,0.099,0.058,-30.640,74.402,47.974
0.163,0.096,-0.033,-33.569,77.515,57.983
0.214,0.060,-0.058,-17.700,74.402,64.148
0.243,0.224,-0.159,-3.723,69.031,63.599
0.251,0.300,-0.109,4.089,60.547,43.396
0.253,0.276,-0.126,-2.075,50.049,23.010
0.268,0.244,-0.128,-21.118,41.626,11.902
0.262,0.250,-0.133,-36.743,29.663,8.850
0.265,0.284,-0.088,-39.551,14.099,9.827
0.266,0.330,-0.040,-34.851,-0.671,12.024
0.269,0.365,-0.009,-28.076,-12.512,12.451
0.276,0.379,0.034,-19.043,-19.775,10.010
0.275,0.379,0.139,-12.817,-19.531,6.226
0.265,0.375,0.167,-11.230,-15.686,1.709
0.258,0.349,0.183,-8.911,-16.052,-2.930
0.252,0.307,0.209,-6.226,-21.057,-6.226
0.233,0.281,0.264,-6.042,-27.527,-7.874
0.212,0.275,0.341,-6.958,-35.522,-8.118
0.193,0.283,0.427,-6.165,-42.969,-7.446
0.168,0.289,0.504,-1.648,-49.316,-7.996
0.151,0.276,0.570,5.676,-53.650,-9.583
0.140,0.246,0.633,13.428,-54.749,-12.268
0.130,0.201,0.683,18.250,-54.260,-15.503
0.120,0.157,0.730,18.860,-51.697,-17.883
0.114,0.122,0.757,16.174,-49.744,-19.531
0.103,0.092,0.803,14.221,-49.805,-21.545
0.091,0.051,0.858,12.756,-53.223,-23.437
0.082,0.007,0.921,10.254,-57.678,-25.757
0.084,-0.033,0.977,6.897,-60.974,-27.344
0.071,-0.073,1.029,5.859,-60.913,-28.076
0.053,-0.106,1.083,8.301,-59.387,-27.710
0.038,-0.141,1.133,14.709,-56.396,-25.635
0.015,-0.161,1.155,24.658,-52.490,-21.667
0.006,-0.193,1.175,32.654,-50.598,-18.066
-0.001,-0.216,1.179,33.264,-48.401,-15.198
-0.010,-0.233,1.193,28.259,-43.396,-13.611
-0.006,-0.235,1.204,20.630,-39.673,-12.939
-0.010,-0.226,1.209,16.907,-37.537,-10.986
-0.006,-0.219,1.210,18.372,-35.400,-7.751
-0.003,-0.201,1.204,22.339,-33.020,-3.479
-0.006,-0.166,1.174,25.085,-30.884,1.221
-0.021,-0.127,1.158,25.391,-27.527,3.784
-0.033,-0.109,1.147,21.545,-27.161,2.075
-0.044,-0.106,1.145,15.808,-26.001,-1.038
-0.044,-0.112,1.135,12.085,-23.499,-3.296
-0.052,-0.120,1.132,13.489,-20.569,-4.150
-0.047,-0.136,1.122,16.602,-18.677,-3.052
-0.029,-0.142,1.097,19.165,-17.090,-0.854
-0.030,-0.129,1.079,20.996,-15.747,1.282
-0.034,-0.113,1.062,21.057,-16.418,3.113
-0.030,-0.105,1.052,20.081,-17.273,3.967
-0.042,-0.098,1.061,19.165,-17.578,3.052
-0.041,-0.101,1.053,17.151,-16.785,1.587
-0.039,-0.118,1.035,15.442,-13.733,0.183
-0.042,-0.133,1.020,14.832,-11.169,-1.648
-0.041,-0.140,1.005,13.916,-9.644,-1.526
-0.043,-0.137,1.001,13.489,-10.010,-1.038
-0.041,-0.140,0.998,13.916,-11.902,0.183
-0.041,-0.142,1.000,14.832,-13.733,1.526
-0.040,-0.158,1.000,14.160,-15.991,1.831
-0.042,-0.155,1.002,11.292,-15.625,1.648
-0.047,-0.142,0.994,7.202,-14.465,1.953
-0.047,-0.135,0.987,5.859,-13.306,2.869
-0.053,-0.130,0.991,7.751,-13.855,3.235
-0.061,-0.129,0.992,11.536,-14.160,4.761
-0.062,-0.135,0.996,14.465,-14.465,5.737
-0.065,-0.140,0.991,15.198,-14.954,6.287
-0.064,-0.129,0.984,14.648,-12.512,6.531
-0.067,-0.132,0.978,13.916,-13.184,6.470
-0.065,-0.133,0.981,12.817,-14.832,5.676
-0.068,-0.123,0.974,10.254,-15.442,6.226
-0.072,-0.112,0.972,7.812,-15.869,6.226
-0.073,-0.109,0.982,5.920,-17.944,5.676
-0.082,-0.108,1.002,4.517,-19.470,4.700
-0.095,-0.105,1.029,3.357,-19.958,4.700
-0.100,-0.102,1.044,4.150,-18.860,5.127
-0.113,-0.106,1.064,7.690,-16.968,4.639
-0.125,-0.117,1.075,10.681,-15.869,3.845
-0.125,-0.125,1.056,11.597,-12.756,4.333
-0.129,-0.120,1.037,11.597,-8.606,4.883
-0.124,-0.111,1.002,10.559,-7.874,4.761
-0.119,-0.097,0.987,10.132,-6.714,4.700
-0.109,-0.113,0.967,10.254,-7.751,3.296
-0.100,-0.122,0.963,10.620,-8.240,1.648
-0.098,-0.138,0.961,9.888,-7.263,0.610
-0.106,-0.144,0.974,8.850,-7.080,-0.305
-0.108,-0.160,0.984,7.446,-8.057,-0.549
